Date,Teams_elo,From,To,Team_Full_Name
02-01-2022,1316,02-01-2022,02-01-2022,Zimbabwe
02-01-2022,1311,02-01-2022,02-01-2022,Sudan
02-01-2022,1406,02-01-2022,02-01-2022,Gabon
02-01-2022,1574,02-01-2022,02-01-2022,Burkina Faso
03-01-2022,1388,03-01-2022,03-01-2022,Guinea
03-01-2022,1284,03-01-2022,03-01-2022,Rwanda
04-01-2022,1355,04-01-2022,04-01-2022,Mauritania
04-01-2022,1404,04-01-2022,04-01-2022,Gabon
05-01-2022,1810,05-01-2022,05-01-2022,Algeria
05-01-2022,1595,05-01-2022,05-01-2022,Ghana
06-01-2022,1403,06-01-2022,08-01-2022,Guinea
06-01-2022,1269,06-01-2022,08-01-2022,Rwanda
09-01-2022,1333,09-01-2022,09-01-2022,Ethiopia
09-01-2022,1558,09-01-2022,09-01-2022,Burkina Faso
09-01-2022,1489,09-01-2022,09-01-2022,Cape Verde
09-01-2022,1625,09-01-2022,09-01-2022,Cameroon
10-01-2022,1710,10-01-2022,10-01-2022,Senegal
10-01-2022,1418,10-01-2022,10-01-2022,Gabon
10-01-2022,1420,10-01-2022,10-01-2022,Guinea
10-01-2022,1311,10-01-2022,10-01-2022,Zimbabwe
10-01-2022,1581,10-01-2022,10-01-2022,Ghana
10-01-2022,1267,10-01-2022,10-01-2022,Malawi
10-01-2022,1780,10-01-2022,10-01-2022,Morocco
10-01-2022,1230,10-01-2022,10-01-2022,Comoros
11-01-2022,1635,11-01-2022,11-01-2022,Egypt
11-01-2022,1317,11-01-2022,11-01-2022,Sudan
11-01-2022,1361,11-01-2022,11-01-2022,Sierra Leone
11-01-2022,1673,11-01-2022,11-01-2022,Nigeria
11-01-2022,1385,11-01-2022,11-01-2022,Guinea-Bissau
11-01-2022,1788,11-01-2022,11-01-2022,Algeria
12-01-2022,1659,12-01-2022,12-01-2022,Ivory coast
12-01-2022,1613,12-01-2022,12-01-2022,Tunisia
12-01-2022,1419,12-01-2022,12-01-2022,Equatorial Guinea
12-01-2022,1646,12-01-2022,12-01-2022,Mali
12-01-2022,1544,12-01-2022,12-01-2022,Iceland
12-01-2022,1379,12-01-2022,12-01-2022,Gambia
12-01-2022,1464,12-01-2022,12-01-2022,Uganda
12-01-2022,1330,12-01-2022,12-01-2022,Mauritania
13-01-2022,1325,13-01-2022,13-01-2022,Ethiopia
13-01-2022,1469,13-01-2022,13-01-2022,Cape Verde
13-01-2022,1578,13-01-2022,13-01-2022,Burkina Faso
13-01-2022,1633,13-01-2022,13-01-2022,Cameroon
14-01-2022,1283,14-01-2022,14-01-2022,Zimbabwe
14-01-2022,1693,14-01-2022,14-01-2022,Senegal
14-01-2022,1570,14-01-2022,14-01-2022,Ghana
14-01-2022,1783,14-01-2022,14-01-2022,Morocco
14-01-2022,1295,14-01-2022,14-01-2022,Malawi
14-01-2022,1437,14-01-2022,14-01-2022,Guinea
14-01-2022,1429,14-01-2022,14-01-2022,Gabon
14-01-2022,1227,14-01-2022,14-01-2022,Comoros
15-01-2022,1537,15-01-2022,15-01-2022,Iceland
15-01-2022,1308,15-01-2022,15-01-2022,Sudan
15-01-2022,1375,15-01-2022,15-01-2022,Guinea-Bissau
15-01-2022,1794,15-01-2022,15-01-2022,Korea Republic
15-01-2022,1682,15-01-2022,15-01-2022,Nigeria
15-01-2022,1645,15-01-2022,15-01-2022,Egypt
16-01-2022,1628,16-01-2022,16-01-2022,Tunisia
16-01-2022,1642,16-01-2022,16-01-2022,Ivory coast
16-01-2022,1395,16-01-2022,16-01-2022,Gambia
16-01-2022,1906,16-01-2022,16-01-2022,Colombia
16-01-2022,1828,16-01-2022,16-01-2022,Peru
16-01-2022,1493,16-01-2022,16-01-2022,Honduras
16-01-2022,1635,16-01-2022,16-01-2022,Panama
16-01-2022,1743,16-01-2022,16-01-2022,Algeria
16-01-2022,1630,16-01-2022,16-01-2022,Mali
16-01-2022,1378,16-01-2022,16-01-2022,Sierra Leone
16-01-2022,1315,16-01-2022,16-01-2022,Mauritania
16-01-2022,1464,16-01-2022,16-01-2022,Equatorial Guinea
17-01-2022,1562,17-01-2022,17-01-2022,Burkina Faso
17-01-2022,1341,17-01-2022,17-01-2022,Ethiopia
17-01-2022,1485,17-01-2022,17-01-2022,Cape Verde
17-01-2022,1617,17-01-2022,17-01-2022,Cameroon
18-01-2022,1526,18-01-2022,18-01-2022,Ghana
18-01-2022,1402,18-01-2022,18-01-2022,Guinea
18-01-2022,1673,18-01-2022,18-01-2022,Senegal
18-01-2022,1764,18-01-2022,18-01-2022,Morocco
18-01-2022,1318,18-01-2022,18-01-2022,Zimbabwe
18-01-2022,1448,18-01-2022,18-01-2022,Gabon
18-01-2022,1467,18-01-2022,18-01-2022,Uganda
18-01-2022,1271,18-01-2022,18-01-2022,Comoros
18-01-2022,1187,18-01-2022,18-01-2022,Moldova
18-01-2022,1315,18-01-2022,18-01-2022,Malawi
19-01-2022,1302,19-01-2022,19-01-2022,Sudan
19-01-2022,1693,19-01-2022,19-01-2022,Nigeria
19-01-2022,1364,19-01-2022,19-01-2022,Guinea-Bissau
19-01-2022,1651,19-01-2022,19-01-2022,Egypt
20-01-2022,1641,20-01-2022,20-01-2022,Mali
20-01-2022,1690,20-01-2022,20-01-2022,Ivory coast
20-01-2022,1435,20-01-2022,20-01-2022,Gambia
20-01-2022,1483,20-01-2022,20-01-2022,Equatorial Guinea
20-01-2022,1832,20-01-2022,20-01-2022,Peru
20-01-2022,1304,20-01-2022,20-01-2022,Mauritania
20-01-2022,1584,20-01-2022,20-01-2022,Jamaica
20-01-2022,1359,20-01-2022,20-01-2022,Sierra Leone
20-01-2022,1588,20-01-2022,20-01-2022,Tunisia
20-01-2022,1695,20-01-2022,20-01-2022,Algeria
21-01-2022,1554,21-01-2022,22-01-2022,Iraq
21-01-2022,1696,21-01-2022,22-01-2022,Bolivia
21-01-2022,1366,21-01-2022,22-01-2022,Trin & Tobago
21-01-2022,1462,21-01-2022,22-01-2022,Uganda
21-01-2022,1186,21-01-2022,22-01-2022,Moldova
21-01-2022,1795,21-01-2022,22-01-2022,Korea Republic
23-01-2022,1661,23-01-2022,23-01-2022,Nigeria
23-01-2022,1554,23-01-2022,23-01-2022,Burkina Faso
23-01-2022,1620,23-01-2022,23-01-2022,Tunisia
23-01-2022,1456,23-01-2022,23-01-2022,Gabon
24-01-2022,1379,24-01-2022,24-01-2022,Guinea
24-01-2022,1267,24-01-2022,24-01-2022,Comoros
24-01-2022,1621,24-01-2022,24-01-2022,Cameroon
24-01-2022,1458,24-01-2022,24-01-2022,Gambia
25-01-2022,1311,25-01-2022,25-01-2022,Malawi
25-01-2022,1768,25-01-2022,25-01-2022,Morocco
25-01-2022,1692,25-01-2022,25-01-2022,Senegal
25-01-2022,1466,25-01-2022,25-01-2022,Cape Verde
26-01-2022,1687,26-01-2022,26-01-2022,Ivory coast
26-01-2022,1630,26-01-2022,26-01-2022,Mali
26-01-2022,1654,26-01-2022,26-01-2022,Egypt
26-01-2022,1494,26-01-2022,26-01-2022,Equatorial Guinea
27-01-2022,2110,27-01-2022,27-01-2022,Argentina
27-01-2022,2139,27-01-2022,27-01-2022,Brazil
27-01-2022,1867,27-01-2022,27-01-2022,Uruguay
27-01-2022,1620,27-01-2022,27-01-2022,Panama
27-01-2022,1084,27-01-2022,27-01-2022,South Sudan
27-01-2022,622,27-01-2022,27-01-2022,East Timor
27-01-2022,1453,27-01-2022,27-01-2022,Uganda
27-01-2022,593,27-01-2022,27-01-2022,British Virgin Islands
27-01-2022,1800,27-01-2022,27-01-2022,Canada
27-01-2022,1514,27-01-2022,27-01-2022,Oman
27-01-2022,1801,27-01-2022,27-01-2022,Korea Republic
27-01-2022,1852,27-01-2022,27-01-2022,Mexico
27-01-2022,1497,27-01-2022,27-01-2022,El Salvador
27-01-2022,1334,27-01-2022,27-01-2022,Vietnam
27-01-2022,1550,27-01-2022,27-01-2022,Iraq
27-01-2022,1496,27-01-2022,27-01-2022,China PR
27-01-2022,1410,27-01-2022,27-01-2022,Syria
27-01-2022,1572,27-01-2022,27-01-2022,Jamaica
27-01-2022,1859,27-01-2022,27-01-2022,Ecuadors
27-01-2022,1503,27-01-2022,27-01-2022,United Arab Emirates
27-01-2022,1863,27-01-2022,27-01-2022,United States
27-01-2022,1737,27-01-2022,27-01-2022,Australia
27-01-2022,1840,27-01-2022,27-01-2022,Iran
27-01-2022,1767,27-01-2022,27-01-2022,Japan
27-01-2022,1378,27-01-2022,27-01-2022,Lebanon
27-01-2022,574,27-01-2022,27-01-2022,Anguilla
27-01-2022,1513,27-01-2022,27-01-2022,Bahrain
27-01-2022,1637,27-01-2022,27-01-2022,Saudi Arabia
27-01-2022,1524,27-01-2022,27-01-2022,Uzbekistan
27-01-2022,1478,27-01-2022,27-01-2022,Honduras
27-01-2022,1632,27-01-2022,27-01-2022,Costa Rica
27-01-2022,1709,27-01-2022,27-01-2022,Paraguay
27-01-2022,1785,27-01-2022,27-01-2022,Chile
27-01-2022,1216,27-01-2022,27-01-2022,Indonesia
28-01-2022,1877,28-01-2022,28-01-2022,Colombia
28-01-2022,1338,28-01-2022,28-01-2022,Suriname
28-01-2022,1543,28-01-2022,28-01-2022,Jordan
28-01-2022,1077,28-01-2022,28-01-2022,Barbados
28-01-2022,1513,28-01-2022,28-01-2022,New Zealand
28-01-2022,1669,28-01-2022,28-01-2022,Bolivia
28-01-2022,1861,28-01-2022,28-01-2022,Peru
28-01-2022,1704,28-01-2022,28-01-2022,Venezuela
29-01-2022,1584,29-01-2022,29-01-2022,Burkina Faso
29-01-2022,945,29-01-2022,29-01-2022,Nepal
29-01-2022,1240,29-01-2022,29-01-2022,Nicaragua
29-01-2022,1590,29-01-2022,29-01-2022,Tunisia
29-01-2022,1444,29-01-2022,29-01-2022,Gambia
29-01-2022,1324,29-01-2022,29-01-2022,Libya
29-01-2022,1118,29-01-2022,29-01-2022,Belize
29-01-2022,999,29-01-2022,29-01-2022,Mauritius
29-01-2022,1635,29-01-2022,29-01-2022,Cameroon
29-01-2022,1380,29-01-2022,29-01-2022,Kuwait
30-01-2022,1836,30-01-2022,30-01-2022,United States
30-01-2022,1534,30-01-2022,30-01-2022,El Salvador
30-01-2022,1647,30-01-2022,30-01-2022,Costa Rica
30-01-2022,1560,30-01-2022,30-01-2022,Jamaica
30-01-2022,1735,30-01-2022,30-01-2022,Morocco
30-01-2022,1476,30-01-2022,30-01-2022,Equatorial Guinea
30-01-2022,1142,30-01-2022,30-01-2022,Guyana
30-01-2022,621,30-01-2022,30-01-2022,East Timor
30-01-2022,1687,30-01-2022,30-01-2022,Egypt
30-01-2022,1217,30-01-2022,30-01-2022,Indonesia
30-01-2022,1080,30-01-2022,30-01-2022,Barbados
30-01-2022,1710,30-01-2022,30-01-2022,Senegal
30-01-2022,1632,30-01-2022,30-01-2022,Panama
30-01-2022,1441,30-01-2022,30-01-2022,Honduras
30-01-2022,1827,30-01-2022,30-01-2022,Canada
30-01-2022,1837,30-01-2022,30-01-2022,Mexico
31-01-2022,1544,31-01-2022,31-01-2022,Jordan
31-01-2022,1083,31-01-2022,31-01-2022,South Sudan
01-02-2022,1369,01-02-2022,01-02-2022,Vietnam
01-02-2022,1520,01-02-2022,01-02-2022,Bahrain
01-02-2022,1359,01-02-2022,01-02-2022,Kuwait
01-02-2022,954,01-02-2022,01-02-2022,Nepal
01-02-2022,1234,01-02-2022,01-02-2022,Nicaragua
01-02-2022,1343,01-02-2022,01-02-2022,Suriname
01-02-2022,1780,01-02-2022,01-02-2022,Japan
01-02-2022,1137,01-02-2022,01-02-2022,Guyana
01-02-2022,1124,01-02-2022,01-02-2022,Belize
01-02-2022,990,01-02-2022,01-02-2022,Mauritius
01-02-2022,1345,01-02-2022,01-02-2022,Libya
01-02-2022,1507,01-02-2022,01-02-2022,Democratic Republic of Congo
01-02-2022,1461,01-02-2022,01-02-2022,China PR
01-02-2022,1404,01-02-2022,01-02-2022,Syria
01-02-2022,1730,01-02-2022,01-02-2022,Australia
01-02-2022,1546,01-02-2022,01-02-2022,Iraq
01-02-2022,1624,01-02-2022,01-02-2022,Saudi Arabia
01-02-2022,1500,01-02-2022,01-02-2022,United Arab Emirates
01-02-2022,1691,01-02-2022,01-02-2022,Venezuela
01-02-2022,1872,01-02-2022,01-02-2022,Colombia
01-02-2022,1804,01-02-2022,01-02-2022,Chile
01-02-2022,1807,01-02-2022,01-02-2022,Korea Republic
01-02-2022,1521,01-02-2022,01-02-2022,Oman
01-02-2022,1843,01-02-2022,01-02-2022,Iran
01-02-2022,1382,01-02-2022,01-02-2022,Lebanon
01-02-2022,1880,01-02-2022,01-02-2022,Uruguay
01-02-2022,1855,01-02-2022,01-02-2022,Peru
01-02-2022,1706,01-02-2022,01-02-2022,Paraguay
01-02-2022,1650,01-02-2022,01-02-2022,Bolivia
01-02-2022,2115,01-02-2022,01-02-2022,Argentina
01-02-2022,2142,01-02-2022,01-02-2022,Brazil
01-02-2022,1865,01-02-2022,01-02-2022,Ecuadors
02-02-2022,1842,02-02-2022,02-02-2022,Canada
02-02-2022,1668,02-02-2022,02-02-2022,Costa Rica
02-02-2022,1626,02-02-2022,02-02-2022,Panama
02-02-2022,1437,02-02-2022,02-02-2022,Honduras
02-02-2022,1734,02-02-2022,02-02-2022,Senegal
02-02-2022,1843,02-02-2022,02-02-2022,Mexico
02-02-2022,1539,02-02-2022,02-02-2022,Jamaica
02-02-2022,1519,02-02-2022,02-02-2022,El Salvador
02-02-2022,1840,02-02-2022,02-02-2022,United States
02-02-2022,1560,02-02-2022,02-02-2022,Burkina Faso
03-02-2022,1690,03-02-2022,04-02-2022,Egypt
03-02-2022,1632,03-02-2022,04-02-2022,Cameroon
05-02-2022,1621,05-02-2022,05-02-2022,Cameroon
05-02-2022,1571,05-02-2022,05-02-2022,Burkina Faso
06-02-2022,1693,06-02-2022,12-02-2022,Egypt
06-02-2022,1731,06-02-2022,12-02-2022,Senegal
13-02-2022,837,13-02-2022,18-02-2022,Saint Martin
13-02-2022,592,13-02-2022,18-02-2022,Anguilla
19-02-2022,703,19-02-2022,21-02-2022,Guam
19-02-2022,406,19-02-2022,21-02-2022,Northern Mariana Islands
22-02-2022,1077,22-02-2022,07-03-2022,Barbados
22-02-2022,1390,22-02-2022,07-03-2022,Martinique
22-02-2022,705,22-02-2022,07-03-2022,Guam
22-02-2022,404,22-02-2022,07-03-2022,Northern Mariana Islands
08-03-2022,1254,08-03-2022,09-03-2022,Eswatini
08-03-2022,1196,08-03-2022,09-03-2022,Lesotho
08-03-2022,1242,08-03-2022,09-03-2022,Eswatini
08-03-2022,1208,08-03-2022,09-03-2022,Lesotho
10-03-2022,1158,10-03-2022,16-03-2022,Vanuatu
10-03-2022,1244,10-03-2022,16-03-2022,Fiji
17-03-2022,683,17-03-2022,17-03-2022,Cook Islands
17-03-2022,1165,17-03-2022,17-03-2022,Solomon Islands
18-03-2022,1146,18-03-2022,18-03-2022,Papua New Guinea
18-03-2022,1248,18-03-2022,18-03-2022,New Caledonia
18-03-2022,1517,18-03-2022,18-03-2022,New Zealand
18-03-2022,1553,18-03-2022,18-03-2022,Iraq
18-03-2022,1265,18-03-2022,18-03-2022,Fiji
18-03-2022,1419,18-03-2022,18-03-2022,Zambia
19-03-2022,902,19-03-2022,20-03-2022,Seychelles
19-03-2022,985,19-03-2022,20-03-2022,Mauritius
21-03-2022,1172,21-03-2022,22-03-2022,Papua New Guinea
21-03-2022,1251,21-03-2022,22-03-2022,Fiji
21-03-2022,1531,21-03-2022,22-03-2022,New Zealand
21-03-2022,1222,21-03-2022,22-03-2022,New Caledonia
23-03-2022,1326,23-03-2022,23-03-2022,Tanzania
23-03-2022,1305,23-03-2022,23-03-2022,Mozambique
23-03-2022,1166,23-03-2022,23-03-2022,Malaysia
23-03-2022,670,23-03-2022,23-03-2022,Laos
23-03-2022,1398,23-03-2022,23-03-2022,Guinea-Bissau
23-03-2022,1047,23-03-2022,23-03-2022,Gibraltar
23-03-2022,1472,23-03-2022,23-03-2022,Cape Verde
23-03-2022,1522,23-03-2022,23-03-2022,Bahrain
23-03-2022,1098,23-03-2022,23-03-2022,South Sudan
23-03-2022,1182,23-03-2022,23-03-2022,Lesotho
23-03-2022,1451,23-03-2022,23-03-2022,Gambia
23-03-2022,903,23-03-2022,23-03-2022,Somalia
23-03-2022,1176,23-03-2022,23-03-2022,Chad
23-03-2022,873,23-03-2022,23-03-2022,Djibouti
23-03-2022,1204,23-03-2022,23-03-2022,India
23-03-2022,1207,23-03-2022,23-03-2022,Guadeloupe
23-03-2022,1136,23-03-2022,23-03-2022,Grenada
23-03-2022,1442,23-03-2022,23-03-2022,Equatorial Guinea
23-03-2022,757,23-03-2022,23-03-2022,Mongolia
23-03-2022,1108,23-03-2022,23-03-2022,Philippines
23-03-2022,1251,23-03-2022,23-03-2022,Niger
23-03-2022,1258,23-03-2022,23-03-2022,Central African Republic
23-03-2022,1263,23-03-2022,23-03-2022,Eswatini
23-03-2022,916,23-03-2022,23-03-2022,Seychelles
24-03-2022,1365,24-03-2022,24-03-2022,Kazakhstan
24-03-2022,1842,24-03-2022,24-03-2022,Peru
24-03-2022,1340,24-03-2022,24-03-2022,Sierra Leone
24-03-2022,953,24-03-2022,24-03-2022,Nepal
24-03-2022,1772,24-03-2022,24-03-2022,Poland
24-03-2022,845,24-03-2022,24-03-2022,Bangladesh
24-03-2022,1551,24-03-2022,24-03-2022,Burkina Faso
24-03-2022,1855,24-03-2022,24-03-2022,Serbia
24-03-2022,1274,24-03-2022,24-03-2022,Cuba
24-03-2022,1343,24-03-2022,24-03-2022,Liberia
24-03-2022,1506,24-03-2022,24-03-2022,Montenegro
24-03-2022,1088,24-03-2022,24-03-2022,São Tomé and Príncipe
24-03-2022,1538,24-03-2022,24-03-2022,Oman
24-03-2022,1818,24-03-2022,24-03-2022,Iran
24-03-2022,1447,24-03-2022,24-03-2022,Syria
24-03-2022,1483,24-03-2022,24-03-2022,United Arab Emirates
24-03-2022,1615,24-03-2022,24-03-2022,Saudi Arabia
24-03-2022,1162,24-03-2022,24-03-2022,Tahiti
24-03-2022,1227,24-03-2022,24-03-2022,Fiji
24-03-2022,1210,24-03-2022,24-03-2022,New Caledonia
24-03-2022,1304,24-03-2022,24-03-2022,Cyprus
24-03-2022,1722,24-03-2022,24-03-2022,Austria
24-03-2022,1819,24-03-2022,24-03-2022,Czech Republic
24-03-2022,1720,24-03-2022,24-03-2022,Turkey
24-03-2022,1668,24-03-2022,24-03-2022,North Macedonia
24-03-2022,1526,24-03-2022,24-03-2022,El Salvador
24-03-2022,1451,24-03-2022,24-03-2022,Honduras
24-03-2022,1846,24-03-2022,24-03-2022,United States
24-03-2022,1818,24-03-2022,24-03-2022,Canada
24-03-2022,1830,24-03-2022,24-03-2022,Ecuadors
24-03-2022,1814,24-03-2022,24-03-2022,Japan
24-03-2022,1798,24-03-2022,24-03-2022,Chile
24-03-2022,1196,24-03-2022,24-03-2022,Papua New Guinea
24-03-2022,1837,24-03-2022,24-03-2022,Mexico
24-03-2022,1612,24-03-2022,24-03-2022,Panama
24-03-2022,1532,24-03-2022,24-03-2022,Jamaica
24-03-2022,1993,24-03-2022,24-03-2022,Italy
24-03-2022,1980,24-03-2022,24-03-2022,Portugal
24-03-2022,1836,24-03-2022,24-03-2022,Sweden
24-03-2022,1845,24-03-2022,24-03-2022,Wales
24-03-2022,1417,24-03-2022,24-03-2022,Estonia
24-03-2022,1170,24-03-2022,24-03-2022,Moldova
24-03-2022,1543,24-03-2022,24-03-2022,New Zealand
24-03-2022,1197,24-03-2022,24-03-2022,Solomon Islands
24-03-2022,1696,24-03-2022,24-03-2022,Australia
24-03-2022,1470,24-03-2022,24-03-2022,China PR
24-03-2022,1570,24-03-2022,24-03-2022,Iraq
24-03-2022,1339,24-03-2022,24-03-2022,Lebanon
24-03-2022,1832,24-03-2022,24-03-2022,Korea Republic
24-03-2022,1352,24-03-2022,24-03-2022,Vietnam
24-03-2022,964,24-03-2022,24-03-2022,Mauritius
24-03-2022,1507,24-03-2022,24-03-2022,Armenia
24-03-2022,1458,24-03-2022,24-03-2022,Benin
24-03-2022,1463,24-03-2022,24-03-2022,Guatemala
24-03-2022,1717,24-03-2022,24-03-2022,Hungary
24-03-2022,1491,24-03-2022,24-03-2022,Kosovo
24-03-2022,910,24-03-2022,24-03-2022,Maldives
24-03-2022,1727,24-03-2022,24-03-2022,Scotland
24-03-2022,1692,24-03-2022,24-03-2022,Costa Rica
24-03-2022,1381,24-03-2022,24-03-2022,Thailand
24-03-2022,1893,24-03-2022,24-03-2022,Uruguay
24-03-2022,1641,24-03-2022,24-03-2022,Bolivia
24-03-2022,1741,24-03-2022,24-03-2022,Paraguay
24-03-2022,1345,24-03-2022,24-03-2022,Togo
24-03-2022,1881,24-03-2022,24-03-2022,Colombia
24-03-2022,2148,24-03-2022,24-03-2022,Brazil
25-03-2022,1430,25-03-2022,25-03-2022,Zambia
25-03-2022,2118,25-03-2022,25-03-2022,Argentina
25-03-2022,1600,25-03-2022,25-03-2022,Cameroon
25-03-2022,1514,25-03-2022,25-03-2022,Democratic Republic of Congo
25-03-2022,1709,25-03-2022,25-03-2022,Egypt
25-03-2022,1528,25-03-2022,25-03-2022,Ghana
25-03-2022,1602,25-03-2022,25-03-2022,Mali
25-03-2022,1067,25-03-2022,25-03-2022,Andorra
25-03-2022,1586,25-03-2022,25-03-2022,Bosnia and Herzegovina
25-03-2022,1307,25-03-2022,25-03-2022,Congo
25-03-2022,1476,25-03-2022,25-03-2022,Cape Verde
25-03-2022,1276,25-03-2022,25-03-2022,Comoros
25-03-2022,1358,25-03-2022,25-03-2022,Kuwait
25-03-2022,1396,25-03-2022,25-03-2022,Luxembourg
25-03-2022,1242,25-03-2022,25-03-2022,Malta
25-03-2022,1741,25-03-2022,25-03-2022,Norway
25-03-2022,1653,25-03-2022,25-03-2022,Romania
25-03-2022,792,25-03-2022,25-03-2022,San Marino
25-03-2022,1268,25-03-2022,25-03-2022,Tajikistan
25-03-2022,1373,25-03-2022,25-03-2022,Trin & Tobago
25-03-2022,1529,25-03-2022,25-03-2022,Uzbekistan
25-03-2022,2116,25-03-2022,25-03-2022,France
25-03-2022,1384,25-03-2022,25-03-2022,Guinea
25-03-2022,1272,25-03-2022,25-03-2022,Kyrgyzstan
25-03-2022,1332,25-03-2022,25-03-2022,Ethiopia
25-03-2022,1684,25-03-2022,25-03-2022,Greece
25-03-2022,1659,25-03-2022,25-03-2022,Slovakia
25-03-2022,1311,25-03-2022,25-03-2022,Azerbaijan
25-03-2022,1613,25-03-2022,25-03-2022,Northern Ireland
25-03-2022,1328,25-03-2022,25-03-2022,Latvia
25-03-2022,1545,25-03-2022,25-03-2022,South Africa
25-03-2022,1686,25-03-2022,25-03-2022,Ivory coast
25-03-2022,1563,25-03-2022,25-03-2022,Georgia
25-03-2022,1187,25-03-2022,25-03-2022,Saint Kitts and Nevis
25-03-2022,1618,25-03-2022,25-03-2022,Tunisia
25-03-2022,1659,25-03-2022,25-03-2022,Nigeria
25-03-2022,1715,25-03-2022,25-03-2022,Senegal
25-03-2022,1728,25-03-2022,25-03-2022,Morocco
25-03-2022,1716,25-03-2022,25-03-2022,Algeria
25-03-2022,1688,25-03-2022,25-03-2022,Venezuela
25-03-2022,1325,25-03-2022,25-03-2022,Lithuania
25-03-2022,1445,25-03-2022,25-03-2022,Uganda
25-03-2022,1090,25-03-2022,25-03-2022,Liechtenstein
25-03-2022,1070,25-03-2022,25-03-2022,Barbados
26-03-2022,854,26-03-2022,26-03-2022,Bahamas
26-03-2022,1514,26-03-2022,26-03-2022,Bulgaria
26-03-2022,1926,26-03-2022,26-03-2022,Denmark
26-03-2022,1294,26-03-2022,26-03-2022,Mozambique
26-03-2022,1202,26-03-2022,26-03-2022,Guadeloupe
26-03-2022,1240,26-03-2022,26-03-2022,Niger
26-03-2022,2068,26-03-2022,26-03-2022,Belgium
26-03-2022,2038,26-03-2022,26-03-2022,Spain
26-03-2022,1628,26-03-2022,26-03-2022,Israel
26-03-2022,1542,26-03-2022,26-03-2022,Iceland
26-03-2022,1929,26-03-2022,26-03-2022,Switzerland
26-03-2022,1622,26-03-2022,26-03-2022,Slovenia
26-03-2022,1300,26-03-2022,26-03-2022,Sudan
26-03-2022,1197,26-03-2022,26-03-2022,India
26-03-2022,1247,26-03-2022,26-03-2022,Burundi
26-03-2022,1152,26-03-2022,26-03-2022,Malaysia
26-03-2022,1242,26-03-2022,26-03-2022,Faroe Islands
26-03-2022,1585,26-03-2022,26-03-2022,Albania
26-03-2022,1690,26-03-2022,26-03-2022,Rep. of Ireland
26-03-2022,1112,26-03-2022,26-03-2022,Singapore
26-03-2022,849,26-03-2022,26-03-2022,Saint Martin
26-03-2022,1667,26-03-2022,26-03-2022,Qatar
26-03-2022,1940,26-03-2022,26-03-2022,Netherlands
26-03-2022,1380,26-03-2022,26-03-2022,Angola
26-03-2022,1524,26-03-2022,26-03-2022,Bahrain
26-03-2022,1356,26-03-2022,26-03-2022,Libya
26-03-2022,1460,26-03-2022,26-03-2022,Belarus
26-03-2022,1260,26-03-2022,26-03-2022,Central African Republic
26-03-2022,1852,26-03-2022,26-03-2022,Croatia
26-03-2022,2037,26-03-2022,26-03-2022,England
26-03-2022,1717,26-03-2022,26-03-2022,Finland
26-03-2022,1965,26-03-2022,26-03-2022,Germany
26-03-2022,1050,26-03-2022,26-03-2022,Gibraltar
26-03-2022,1381,26-03-2022,26-03-2022,Guinea-Bissau
26-03-2022,1395,26-03-2022,26-03-2022,Martinique
26-03-2022,1315,26-03-2022,26-03-2022,Mauritania
27-03-2022,1467,27-03-2022,27-03-2022,Benin
27-03-2022,965,27-03-2022,27-03-2022,Mauritius
27-03-2022,1193,27-03-2022,27-03-2022,Lesotho
27-03-2022,1267,27-03-2022,27-03-2022,Eswatini
27-03-2022,1217,27-03-2022,27-03-2022,Solomon Islands
27-03-2022,1547,27-03-2022,27-03-2022,New Zealand
27-03-2022,1856,27-03-2022,27-03-2022,United States
27-03-2022,1107,27-03-2022,27-03-2022,South Sudan
27-03-2022,1445,27-03-2022,27-03-2022,Honduras
27-03-2022,1825,27-03-2022,27-03-2022,Canada
27-03-2022,1514,27-03-2022,27-03-2022,Haiti
27-03-2022,1046,27-03-2022,27-03-2022,Barbados
27-03-2022,615,27-03-2022,27-03-2022,Brunei
27-03-2022,1333,27-03-2022,27-03-2022,Liberia
27-03-2022,1337,27-03-2022,27-03-2022,Suriname
27-03-2022,1510,27-03-2022,27-03-2022,El Salvador
27-03-2022,1109,27-03-2022,27-03-2022,Belize
27-03-2022,1525,27-03-2022,27-03-2022,Jamaica
27-03-2022,1475,27-03-2022,27-03-2022,Guatemala
27-03-2022,1708,27-03-2022,27-03-2022,Costa Rica
27-03-2022,1843,27-03-2022,27-03-2022,Mexico
27-03-2022,1602,27-03-2022,27-03-2022,Panama
27-03-2022,1158,27-03-2022,27-03-2022,Tahiti
27-03-2022,1176,27-03-2022,27-03-2022,Papua New Guinea
27-03-2022,899,27-03-2022,27-03-2022,Somalia
27-03-2022,905,27-03-2022,27-03-2022,Seychelles
27-03-2022,1087,27-03-2022,27-03-2022,São Tomé and Príncipe
27-03-2022,864,27-03-2022,27-03-2022,Djibouti
27-03-2022,1289,27-03-2022,27-03-2022,Cuba
27-03-2022,1421,27-03-2022,27-03-2022,Zambia
27-03-2022,1387,27-03-2022,27-03-2022,Thailand
27-03-2022,1350,27-03-2022,27-03-2022,Sierra Leone
27-03-2022,676,27-03-2022,27-03-2022,Laos
27-03-2022,1161,27-03-2022,27-03-2022,Guyana
28-03-2022,1150,28-03-2022,28-03-2022,Vanuatu
28-03-2022,791,28-03-2022,28-03-2022,San Marino
